station,x,y,z_base,z_crest
161.5,68.46203884824163,-37.375784095345125,-6.613181818181818,0.0
162.0,68.2210455342307,-37.81387240440236,-6.367272727272727,0.0
162.5,67.9772489324187,-38.25040689430612,-6.121363636363637,0.0
163.0,67.73065906071193,-38.68536962731003,-5.875454545454546,0.0
163.5,67.48128605179558,-39.118742730253224,-5.629545454545455,0.0
164.0,67.22914015271745,-39.55050839529467,-5.383636363636364,0.0
164.5,66.97423172446685,-39.98064888064499,-5.137727272727273,0.0
165.0,66.71657124154882,-40.40914651129545,-4.8918181818181825,0.0
165.5,66.45616929155382,-40.83598367974427,-4.645909090909091,0.0
166.0,66.19303657472256,-41.26114284672011,-4.4,0.0
166.5,65.92718390350637,-41.68460654190286,-4.125,0.0
167.0,65.65862220212293,-42.1063573646414,-3.8500000000000005,0.0
167.5,65.3873625061073,-42.52637798466869,-3.575,0.0
168.0,65.11341596185854,-42.94465114281389,-3.3000000000000003,0.0
168.5,64.83679382618162,-43.361159651711546,-3.0250000000000004,0.0
169.0,64.55750746582493,-43.77588639650782,-2.75,0.0
169.5,64.27556835701316,-44.18881433556381,-2.475,0.0
170.0,63.99098808497572,-44.59992650115576,-2.2,0.0
170.5,63.70377834347074,-45.00920600017232,-1.9250000000000003,0.0
171.0,63.41395093430452,-45.4166360148087,-1.6500000000000004,0.0
171.5,63.121517766846566,-45.822199803257746,-1.375,0.0
172.0,62.82649085754027,-46.22588070039779,-1.1,0.0
172.5,62.528882329409115,-46.62766211847757,-0.8250000000000002,0.0
173.0,62.228704411558475,-47.02752754779782,-0.5499999999999998,0.0
173.5,61.92596943867319,-47.42546055738956,-0.27500000000000036,0.0
